nct_id,title,phase_clean,drug_type,target,status_clean,is_aribio,developed_drug,developed_drug_normalized,drug_classification,classification_reason,official_pipeline_match,official_source_url,verification_status,classification_confidence,needs_manual_review,pipeline_scope,scope_reason,scope_method,scope_confidence,manual_review_required,diagnostic_subtype
NCT07669272,Deep Cervical Lymphovenous Anastomosis for Severe Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Active,False,Routine Treatment,routine treatment,investigational_therapeutic_unverified,sole investigational candidate identified (Routine Treatment); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06976216,A Study to Evaluate the Efficacy and Safety of KarXT + KarX-EC for Cognitive Impairment in Alzheimer's Disease,Phase 3,Small Molecule,Neuropsychiatric,Active,False,KarXT,karxt,investigational_therapeutic_unverified,sole investigational candidate identified (KarXT); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04542109,REmote Assessment and Dynamic Response Intervention,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05680532,The Improvement of Black Raspberry in Obese and Mild AZ Patients Infected With H. Pylori,NA,Dietary Supplement,Other,Trial Completed,False,Black raspberry,black raspberry,investigational_therapeutic_unverified,sole investigational candidate identified (Black raspberry); not yet confirmed via official pipeline,False,,no_match,medium,True,Non-Drug Intervention,dietary supplement / nutraceutical — excluded from the default therapeutic view unless curated as a genuine investigational program (data/reference/intervention_scope_overrides.csv),rule_type,medium,False,
NCT01766336,A 36-Week Safety Extension Study of ELND005 as a Treatment for Agitation and Aggression in Alzheimer's Disease,Phase 2,Small Molecule,Amyloid,Discontinued,False,Group 1 ELND005; Group 2 ELND005,group 1 elnd005 group 2 elnd005,investigational_therapeutic_unverified,multiple unverified investigational candidates found (Group 1 ELND005; Group 2 ELND005) — could not resolve to a single drug,False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT06538311,Transcranial Magnetic Stimulation Treatment for Alzheimer's Disease,Early Phase 1,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03903211,"Longitudinal Changes of [18F]PI-2620 Positron Emission Tomography in Subjects With Cognitively Normal, Mild Cognitive Impairment and Alzheimer's Disease",Phase 2,Small Molecule,Tau,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05629871,Biomarkers of Sleep-wake Cycle in Prodromal Alzheimer's Disease: Role in Cognitive Decline?,NA,Non-Drug/Behavioral,Neuropsychiatric,Active,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT05602220,Heart Rate and Breathing Effects on Attention and Memory,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04606420,Can Lifestyle Changes Reverse Early-Stage Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02016560,"Analysis of 18F-AV-1451 PET Imaging in Cognitively Healthy, MCI, and AD Subjects",Phase 2/Phase 3,Small Molecule,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06647498,A Study of a Potential Disease Modifying Treatment in Individuals at Risk for or With a Type of Early Onset AD Caused by a Genetic Mutation,Phase 2/Phase 3,Small Molecule,Amyloid,Active,False,Remternetug,remternetug,investigational_therapeutic_unverified,sole investigational candidate identified (Remternetug); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04520698,Utilizing Palliative Leaders In Facilities to Transform Care for Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02843906,"Cognitive, Morphological and Neurobiological Progressive Aspects in Bipolar Disorders in the Elderly: Toward to a Neurodegenerescence Detection?",NA,Cell/Gene Therapy,Neuropsychiatric,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT00281749,Telephone Call From Acute Care Physicians to Long Term Care Physicians: Impact on Transitional Care of Elderly Patients,Phase 1,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02356055,Mass Practice of Activities of Daily Living in Dementia (STOMP),NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00624026,Memantine - Communication Study,Phase 3,Small Molecule,Symptomatic,Trial Completed,False,Memantine,memantine,investigational_therapeutic_unverified,sole investigational candidate identified (Memantine-HCl); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07041008,Cognitive Stimulation in Older Adults With Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03685240,Fall Detection and Prevention for Memory Care Through Real-time Artificial Intelligence Applied to Video,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03545789,Phase 1 Test-retest Evaluation of [18F]MNI-958 PET,Phase 1,Small Molecule,Other,Trial Completed,False,[18F]MNI-958,18f mni 958,investigational_therapeutic_unverified,sole investigational candidate identified ([18F]MNI-958); not yet confirmed via official pipeline,False,,no_match,medium,True,Diagnostic Agent,isotope-labeled tracer name (18F/11C-style notation) combined with diagnostic study context (ClinicalTrials.gov Primary Purpose: DIAGNOSTIC and/or explicit PET/SPECT/radioligand/imaging wording in the trial's title or brief summary),rule_keyword,high,False,Tau PET tracer
NCT06116084,Randomized Controlled Study Evaluating the Efficacy of Hypnosis in Nuclear Medicine,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT03491150,An Open-Label Crenezumab Study in Participants With Alzheimer's Disease,Phase 3,Biologic,Amyloid,Discontinued,False,Crenezumab,crenezumab,investigational_therapeutic_unverified,sole investigational candidate identified (Crenezumab); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05012410,WeCareAdvisor Study for Caregivers of People Living With Dementia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05417555,Low Intensity Focused Ultrasound for Mild Cognitive Impairment and Mild Alzheimer's Disease,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01624389,Establish Taiwan Alzheimer's Disease Neuroimaging Initiative - a Three-year Pilot Study,NA,Small Molecule,Amyloid,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01194713,Effects of Sleep Deprivation on Cerebrospinal Fluid (CSF) Amyloid-beta (Aβ) Dynamics,NA,Non-Drug/Behavioral,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03360552,Evaluating the Effectiveness of a New Way of Organizing Primary Health Care to Improve the Management of Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00017940,Gene Therapy for Alzheimer's Disease Clinical Trial,Phase 1,Cell/Gene Therapy,Other,Trial Completed,False,Human Nerve Growth Factor,human nerve growth factor,investigational_therapeutic_unverified,sole investigational candidate identified (Human Nerve Growth Factor); not yet confirmed via official pipeline,False,,no_match,medium,True,Needs Review,GENETIC intervention type with no clear evidence of gene therapy vs. genetic testing/genotyping,rule_type,low,True,
NCT02260674,A Safety and Tolerability Study of JNJ-54861911 in Participants With Early Alzheimer's Disease,Phase 2,Small Molecule,Amyloid,Trial Completed,False,"JNJ-54861911, 10 milligram (mg); JNJ-54861911",jnj 54861911 10 milligram mg jnj 54861911,investigational_therapeutic_unverified,"multiple unverified investigational candidates found (JNJ-54861911, 10 milligram (mg); JNJ-54861911) — could not resolve to a single drug",False,,multiple_candidates_unresolved,low,True,Needs Review,multiple distinct unverified candidates found in one trial — scope not determined at trial level,rule_classification,low,True,
NCT01300728,Study of Intravenous Immunoglobulin in Amnestic Mild Cognitive Impairment,Phase 2,Small Molecule,Other,Trial Completed,False,NewGam 10% IVIG,newgam 10 ivig,investigational_therapeutic_unverified,sole investigational candidate identified (NewGam 10% IVIG); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00056628,COGNIShunt® System for Alzheimer's Disease,Phase 3,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00870311,"Investigation of Lithium on Signal Transduction, Gene Expression and Brain Myo-Inositol Levels in Manic Patients",Phase 4,Small Molecule,Other,Trial Completed,False,Lithium Carbonate,lithium carbonate,investigational_therapeutic_unverified,sole investigational candidate identified (Lithium Carbonate); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03653871,Caregiver Study Dr. Phillips,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04745104,A Trial of SHR-1707 in Healthy Young Adult and Elderly Subjects,Phase 1,Small Molecule,Amyloid,Trial Completed,False,SHR-1707,shr 1707,investigational_therapeutic_unverified,sole investigational candidate identified (SHR-1707); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01329484,Computerized Personal Interventions for Alzheimer's Patients,NA,Non-Drug/Behavioral,Other,Unknown,False,No treatment,no treatment,investigational_therapeutic_unverified,sole investigational candidate identified (No treatment); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06597058,Phase 2 Estimation Study of Fixed Dose Drugs Combination Type of Polypill,Phase 2,Small Molecule,Other,Trial Completed,False,MAR,mar,investigational_therapeutic_unverified,sole investigational candidate identified (MAR); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT03740178,Multiple Dose Trial of MK-4334 in Participants With Alzheimer's Clinical Syndrome (MK-4334-005),Phase 1,Small Molecule,Other,Discontinued,False,MK-4334,mk 4334,investigational_therapeutic_unverified,sole investigational candidate identified (MK-4334); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06956300,TMS for Cognitive Decline in Aging and Preclinical AD,NA,Device,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05618834,Promoting Positive Care Interactions (PPCI) in Assisted Living,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01163825,Encapsulated Cell Biodelivery of Nerve Growth Factor to Alzheimer´s Disease Patients,Phase 1,Small Molecule,Other,Unknown,False,Nerve Growth Factor,nerve growth factor,investigational_therapeutic_unverified,sole investigational candidate identified (Nerve Growth Factor); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07509125,"Ultra-High Resolution PET in Aging, Neurodegeneration and Psychotic Disorders",NA,Non-Drug/Behavioral,Tau,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT07279740,Combined Brain Stimulation and Methylphenidate Treatment for Apathy in Dementia,Phase 2,Device,Neuropsychiatric,Active,False,Methylphenidate,methylphenidate,investigational_therapeutic_unverified,sole investigational candidate identified (Methylphenidate (MPH)); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01188070,Caregiver Stress: Interventions to Promote Health and Wellbeing,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06731842,Molecular PET Imaging and Plasma Biomarkers in Alzheimer´s Disease and Other Neurodegenerative Diseases,NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01636596,Efficacy of Pulsatile IV Insulin on Cognition and Amyloid Burden in Patients With Alzheimer's Disease,NA,Small Molecule,Amyloid,Discontinued,False,Insulin LISPRO,insulin lispro,investigational_therapeutic_unverified,sole investigational candidate identified (Insulin LISPRO); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01778946,Nicotine Treatment of Cognitive Decline in Down Syndrome,Phase 1/Phase 2,Small Molecule,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT02322021,"Dose-Finding Study To Evaluate Safety, Tolerability, and Efficacy of E2609 in Participants With Mild Cognitive Impairment Due to Alzheimer's Disease (Prodromal Alzheimer's Disease) and Mild to Moderate Dementia Due to Alzheimer's Disease",Phase 2,Small Molecule,Amyloid,Discontinued,False,E2609,e2609,investigational_therapeutic_unverified,sole investigational candidate identified (E2609); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06711952,German Validation Study of the Subjective Cognitive Decline Questionnaire (SCD-Q),NA,Non-Drug/Behavioral,Other,Active,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT04457973,Home-based Transcranial Direct Current Stimulation for Pain Management in Persons With Alzheimer's Disease and Related Dementias,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05052866,Ryan Companion Robot for Assisting Elderly People With Alzheimer's Disease,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT05979922,Mindfulness-based Cognitive Coping for ADRD Caregivers,Phase 2,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT01723553,Amyloid-related Imaging Abnormalities (Microbleeds) in Atypical AD,Phase 1,Small Molecule,Amyloid,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03298672,"Safety, Tolerability, and Pharmacokinetics Study of NDX-1017",Phase 1,Small Molecule,Other,Trial Completed,False,NDX-1017,ndx 1017,investigational_therapeutic_unverified,sole investigational candidate identified (NDX-1017); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00676143,Study Evaluating the Safety and Efficacy of Bapineuzumab in Alzheimer Disease Patients,Phase 3,Biologic,Amyloid,Discontinued,False,bapineuzumab,bapineuzumab,investigational_therapeutic_unverified,sole investigational candidate identified (bapineuzumab); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00997425,Home Evaluation of Exit Barriers in Wandering,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02434718,Single and Multiple Ascending Dose Study of Aducanumab (BIIB037) in Japanese Participants With Alzheimer's Disease,Phase 1,Biologic,Amyloid,Trial Completed,False,Aducanumab,aducanumab,sponsor_developed_therapeutic,official pipeline record matched (Aducanumab) but source_url is blank — verify manually,True,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT04338750,Telephone Acceptance and Commitment Therapy Intervention for Caregivers of Adults With Dementia,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT04842955,Modulators of Gamma tACS in Alzheimer's Disease (Mod-GammAD),NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT02817074,MIND Diet Intervention and Cognitive Decline,NA,Non-Drug/Behavioral,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT03308032,Self-Directed Online Training for Chinese Caregivers,NA,Non-Drug/Behavioral,Other,Unknown,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT06651567,A Study to Assess the Efficacy and Safety of ITI-1284 in the Treatment of Agitation Associated With Alzheimer's Dementia,Phase 2,Small Molecule,Neuropsychiatric,Active,False,ITI-1284,iti 1284,investigational_therapeutic_unverified,sole investigational candidate identified (ITI-1284); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT06194799,ACP-204 in Adults With Alzheimer's Disease Psychosis Open Label Extension Study,Phase 3,Small Molecule,Neuropsychiatric,Active,False,ACP-204,acp 204,investigational_therapeutic_unverified,sole investigational candidate identified (ACP-204); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05527587,The Effects of a Park Visit Program on Individuals With Dementia and Their Caregivers,NA,Non-Drug/Behavioral,Other,Unknown,False,Nature Connections Intervention,nature connections intervention,investigational_therapeutic_unverified,sole investigational candidate identified (Nature Connections Intervention); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT00708552,Study of SB-742457 or Donepezil Versus Placebo in Subjects With Mild-to-moderate Alzheimer's Disease,Phase 2,Small Molecule,Symptomatic,Trial Completed,False,SB-742457,sb 742457,investigational_therapeutic_unverified,sole investigational candidate identified (SB-742457); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT05899764,Epileptic Hippocampus in Alzheimer's Disease,Phase 1/Phase 2,Small Molecule,Other,Active,False,Brivaracetam,brivaracetam,investigational_therapeutic_unverified,sole investigational candidate identified (Brivaracetam); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02913664,Risk Reduction for Alzheimer's Disease,Phase 2/Phase 3,Small Molecule,Other,Trial Completed,False,"Angiotensin II receptor blocker (ARB, losartan) and calcium channel blocker (CCB, amlodipine)",angiotensin ii receptor blocker arb losartan and calcium channel blocker ccb amlodipine,investigational_therapeutic_unverified,"sole investigational candidate identified (Angiotensin II receptor blocker (ARB, losartan) and calcium channel blocker (CCB, amlodipine)); not yet confirmed via official pipeline",False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT02029547,Evaluation of Electronic Florbetapir (18F) Interpretation Training in Japanese Physicians,NA,Small Molecule,Amyloid,Discontinued,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
NCT00480818,"Study Evaluating the Safety, Pharmacokinetics, and Pharmacodynamics of SAM-531 in Healthy Young and Elderly Subjects",Phase 1,Small Molecule,Symptomatic,Trial Completed,False,SAM-531,sam 531,investigational_therapeutic_unverified,sole investigational candidate identified (SAM-531); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT07780383,"A Study to Evaluate the Drug Levels, Absolute Bioavailability, Safety, Tolerability, and Immunogenicity of Single-Dose of BMS-986446 in Healthy Adults After Single-dose Administration, and Participants With Early Alzheimer's Disease After Multiple Dose Administration",Phase 1,Small Molecule,Other,Active,False,BMS-986446,bms 986446,investigational_therapeutic_unverified,sole investigational candidate identified (BMS-986446); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT01397539,Single Ascending Dose Study of BIIB037 in Participants With Alzheimer's Disease,Phase 1,Small Molecule,Other,Trial Completed,False,Aducanumab,aducanumab,sponsor_developed_therapeutic,official pipeline record matched (Aducanumab) but source_url is blank — verify manually,True,,pipeline_record_match_without_source,medium,True,Therapeutic Drug,confirmed or unsourced official sponsor-pipeline match,rule_classification,medium,False,
NCT02968875,"Alzheimer's Disease and Physiological, Cognitive Function and BDNF Levels of Plasma Adaptation After Exercise Training",NA,Device,Neuroprotection,Trial Completed,False,therapeutic education meetings,therapeutic education meetings,investigational_therapeutic_unverified,sole investigational candidate identified (therapeutic education meetings); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04118764,Non-invasive Blood-brain Barrier Opening in Alzheimer's Disease Patients Using Focused Ultrasound,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,"no confirmed or investigational therapeutic candidate found, but this trial has unresolved/uncertain interventions worth a manual look",False,,no_match,low,True,Needs Review,no therapeutic candidate; trial has unresolved/uncertain interventions,rule_classification,low,True,
NCT00083421,Effects of ONO-2506PO in Patients With Alzheimer's Disease,Phase 2,Small Molecule,Other,Trial Completed,False,ONO-2506PO,ono 2506po,investigational_therapeutic_unverified,sole investigational candidate identified (ONO-2506PO); not yet confirmed via official pipeline,False,,no_match,medium,True,Therapeutic Drug,investigational therapeutic candidate; drug/biological intervention type with no disqualifying evidence found,rule_classification,medium,True,
NCT04496778,Low Level Laser Therapy Impact on Cognitive Function and Quality of Life in Alzheimer Anemic Elderly Patients,NA,Device,Other,Trial Completed,False,,,no_therapeutic_candidate,no drug/biological therapeutic candidate found among this trial's interventions,False,,not_applicable,high,False,Exclude,no drug/biological therapeutic candidate found among this trial's interventions,rule_classification,high,False,
